what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760611312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760612253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760660254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760665958
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760786472
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760788750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760815560
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760816954
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760988751
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400760993320
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761102466
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1400761105431
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.stop",1400761109957
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400761110226
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761150864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761178955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761187748
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761211647
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1400761215477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761223560
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761250422
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400761253453
